,date,prcp
101,2016-12-03,0.0
102,2016-12-04,0.03
103,2016-12-05,0.43
104,2016-12-06,0.02
105,2016-12-07,0.0
106,2016-12-08,0.03
107,2016-12-09,0.52
108,2016-12-10,0.05
109,2016-12-11,0.04
110,2016-12-12,0.01
111,2016-12-13,0.05
112,2016-12-14,0.03
113,2016-12-15,0.0
114,2016-12-16,0.0
115,2016-12-17,0.01
116,2016-12-18,0.13
117,2016-12-19,0.01
118,2016-12-20,0.0
119,2016-12-21,0.0
120,2016-12-22,0.01
121,2016-12-23,0.01
122,2016-12-24,0.01
123,2016-12-25,0.0
124,2016-12-26,0.02
125,2016-12-27,0.0
126,2016-12-28,0.02
127,2016-12-29,0.04
128,2016-12-30,0.12
129,2016-12-31,0.01
130,2017-01-01,0.0
131,2017-01-02,0.0
132,2017-01-03,0.0
133,2017-01-04,0.0
134,2017-01-05,0.0
135,2017-01-06,0.0
136,2017-01-07,0.0
137,2017-01-08,0.0
138,2017-01-09,0.0
139,2017-01-10,0.0
140,2017-01-11,0.0
141,2017-01-12,0.0
142,2017-01-13,0.0
143,2017-01-14,0.0
144,2017-01-15,0.0
145,2017-01-16,0.0
146,2017-01-17,0.0
147,2017-01-18,0.0
148,2017-01-19,0.0
149,2017-01-20,0.0
150,2017-01-21,0.0
151,2017-01-22,0.16
152,2017-01-23,0.0
153,2017-01-24,0.04
154,2017-01-25,0.03
155,2017-01-26,0.0
156,2017-01-27,0.0
157,2017-01-28,0.0
158,2017-01-29,0.18
159,2017-01-30,0.0
160,2017-01-31,0.0
161,2017-02-01,0.0
162,2017-02-02,0.0
163,2017-02-03,0.0
164,2017-02-04,0.0
165,2017-02-05,0.0
166,2017-02-06,0.0
167,2017-02-07,0.51
168,2017-02-08,0.0
169,2017-02-09,0.0
170,2017-02-10,0.0
171,2017-02-11,0.31
172,2017-02-12,2.62
173,2017-02-13,0.01
174,2017-02-14,0.0
175,2017-02-15,0.0
176,2017-02-16,0.07
177,2017-02-17,0.0
178,2017-02-18,0.0
179,2017-02-19,0.0
180,2017-02-20,0.0
181,2017-02-21,0.06
182,2017-02-22,0.06
183,2017-02-23,0.01
184,2017-02-24,0.0
185,2017-02-25,0.03
186,2017-02-26,0.0
187,2017-02-27,0.0
188,2017-02-28,0.0
189,2017-03-01,1.19
190,2017-03-02,0.73
191,2017-03-03,0.47
192,2017-03-04,0.0
193,2017-03-05,0.35
194,2017-03-06,0.0
195,2017-03-07,0.0
196,2017-03-08,0.0
197,2017-03-09,0.0
198,2017-03-10,0.0
199,2017-03-11,0.0
200,2017-03-12,0.0
201,2017-03-13,0.0
202,2017-03-14,0.0
203,2017-03-15,0.0
204,2017-03-16,0.0
205,2017-03-17,0.0
206,2017-03-18,0.0
207,2017-03-19,0.0
208,2017-03-20,0.0
209,2017-03-21,0.0
210,2017-03-22,0.0
211,2017-03-23,0.0
212,2017-03-24,0.02
213,2017-03-25,0.0
214,2017-03-26,0.0
215,2017-03-27,0.0
216,2017-03-28,0.0
217,2017-03-29,0.0
218,2017-03-30,0.0
219,2017-03-31,0.0
220,2017-04-01,0.0
221,2017-04-02,0.0
222,2017-04-03,0.0
223,2017-04-04,0.0
224,2017-04-05,0.0
225,2017-04-06,0.0
226,2017-04-07,0.0
227,2017-04-08,0.0
228,2017-04-09,0.0
229,2017-04-10,0.0
230,2017-04-11,0.0
231,2017-04-12,0.0
232,2017-04-13,0.0
233,2017-04-14,0.26
234,2017-04-15,0.01
235,2017-04-16,0.0
236,2017-04-17,0.02
237,2017-04-18,0.0
238,2017-04-19,0.02
239,2017-04-20,0.05
240,2017-04-21,0.23
241,2017-04-22,0.32
242,2017-04-23,0.03
243,2017-04-24,0.0
244,2017-04-25,0.0
245,2017-04-26,0.0
246,2017-04-27,0.0
247,2017-04-28,0.0
248,2017-04-29,0.12
249,2017-04-30,0.89
250,2017-05-01,0.26
251,2017-05-02,0.0
252,2017-05-03,0.0
253,2017-05-04,0.0
254,2017-05-05,0.0
255,2017-05-06,0.0
256,2017-05-07,0.0
257,2017-05-08,0.0
258,2017-05-10,0.0
259,2017-05-11,0.01
260,2017-05-12,0.0
261,2017-05-13,0.0
262,2017-05-14,0.0
263,2017-05-15,0.05
264,2017-05-16,0.01
265,2017-05-17,0.0
266,2017-05-18,0.01
267,2017-05-19,0.0
268,2017-05-20,0.0
269,2017-05-21,0.0
270,2017-05-22,0.0
271,2017-05-23,0.08
272,2017-05-24,0.13
273,2017-05-25,0.15
274,2017-05-27,0.01
275,2017-05-28,0.02
276,2017-05-29,0.0
277,2017-05-30,0.26
278,2017-05-31,0.02
279,2017-06-01,0.0
280,2017-06-02,0.0
281,2017-06-03,0.02
282,2017-06-04,0.0
283,2017-06-05,0.0
284,2017-06-06,0.0
285,2017-06-07,0.0
286,2017-06-08,0.0
287,2017-06-09,0.0
288,2017-06-10,0.04
289,2017-06-11,0.08
290,2017-06-12,0.02
291,2017-06-13,0.0
292,2017-06-14,0.0
293,2017-06-15,0.0
294,2017-06-16,0.0
295,2017-06-17,0.0
296,2017-06-18,0.05
297,2017-06-19,0.0
298,2017-06-20,0.02
299,2017-06-21,0.0
300,2017-06-22,0.0
301,2017-06-23,0.0
302,2017-06-24,0.06
303,2017-06-25,0.0
304,2017-06-26,0.0
305,2017-06-27,0.0
306,2017-06-28,0.0
307,2017-06-29,0.0
308,2017-06-30,0.08
309,2017-07-01,0.02
310,2017-07-02,0.02
311,2017-07-03,0.04
312,2017-07-04,0.04
313,2017-07-05,0.0
314,2017-07-06,0.0
315,2017-07-07,0.0
316,2017-07-08,0.0
317,2017-07-09,0.0
318,2017-07-10,0.0
319,2017-07-11,0.0
320,2017-07-12,0.0
321,2017-07-13,0.07
322,2017-07-14,0.02
323,2017-07-15,0.0
324,2017-07-16,0.02
325,2017-07-17,0.03
326,2017-07-18,0.05
327,2017-07-20,0.03
328,2017-07-21,0.0
329,2017-07-22,0.03
330,2017-07-23,0.0
331,2017-07-24,0.05
332,2017-07-25,0.0
333,2017-07-26,0.0
334,2017-07-27,0.0
335,2017-07-28,0.0
336,2017-07-29,0.0
337,2017-07-30,0.0
338,2017-07-31,0.0
339,2017-08-01,0.02
340,2017-08-02,0.0
341,2017-08-03,0.0
342,2017-08-04,0.02
343,2017-08-05,0.0
344,2017-08-06,0.0
345,2017-08-07,0.0
346,2017-08-08,0.0
347,2017-08-09,0.0
348,2017-08-10,0.0
349,2017-08-11,0.0
350,2017-08-12,0.0
351,2017-08-13,0.0
352,2017-08-14,0.0
353,2017-08-15,0.02
354,2017-08-18,0.0
355,2017-08-19,0.0
356,2017-08-20,0.0
357,2017-08-21,0.0
358,2017-08-22,0.0
359,2017-08-23,0.0
360,2016-08-24,2.15
361,2016-08-25,0.08
362,2016-08-26,0.03
363,2016-08-27,0.18
364,2016-08-28,0.14
365,2016-08-29,0.17
366,2016-08-30,0.0
367,2016-08-31,0.1
368,2016-09-01,0.0
369,2016-09-02,0.02
370,2016-09-03,0.07
371,2016-09-04,0.03
372,2016-09-05,0.11
373,2016-09-06,0.05
374,2016-09-07,0.1
375,2016-09-08,0.22
376,2016-09-09,0.01
377,2016-09-10,0.01
378,2016-09-11,0.18
379,2016-09-12,0.04
380,2016-09-13,0.37
381,2016-09-14,0.9
382,2016-09-15,0.12
383,2016-09-16,0.01
384,2016-09-17,0.04
385,2016-09-18,0.0
386,2016-09-19,0.01
387,2016-09-20,0.09
388,2016-09-21,0.06
389,2016-09-22,0.09
390,2016-09-23,0.15
391,2016-09-24,0.0
392,2016-09-25,0.02
393,2016-09-26,0.06
394,2016-09-27,0.12
395,2016-09-28,0.08
396,2016-09-29,0.49
397,2016-09-30,0.31
398,2016-10-01,0.14
399,2016-10-02,0.02
400,2016-10-03,0.04
401,2016-10-04,0.0
402,2016-10-05,0.0
403,2016-10-06,0.05
404,2016-10-07,0.0
405,2016-10-08,0.0
406,2016-10-09,0.0
407,2016-10-10,0.0
408,2016-10-11,0.02
409,2016-10-12,0.03
410,2016-10-13,0.0
411,2016-10-14,0.0
412,2016-10-15,0.0
413,2016-10-16,0.0
414,2016-10-17,0.03
415,2016-10-18,0.05
416,2016-10-19,0.06
417,2016-10-20,0.0
418,2016-10-21,0.15
419,2016-10-22,0.1
420,2016-10-23,0.01
421,2016-10-24,0.0
422,2016-10-25,0.04
423,2016-10-26,0.06
424,2016-10-27,0.11
425,2016-10-28,0.02
426,2016-10-29,0.02
427,2016-10-30,0.1
428,2016-10-31,0.03
429,2016-11-01,0.01
430,2016-11-02,0.0
431,2016-11-03,0.0
432,2016-11-04,0.0
433,2016-11-05,0.02
434,2016-11-06,0.02
435,2016-11-07,0.0
436,2016-11-08,0.14
437,2016-11-09,0.08
438,2016-11-10,0.0
439,2016-11-11,0.0
440,2016-11-12,0.0
441,2016-11-13,0.0
442,2016-11-14,0.06
443,2016-11-15,0.0
444,2016-11-16,0.14
445,2016-11-17,0.03
446,2016-11-18,0.01
447,2016-11-19,0.11
448,2016-11-20,0.11
449,2016-11-21,0.02
450,2016-11-22,0.41
451,2016-11-23,0.03
452,2016-11-24,0.2
453,2016-11-25,0.05
454,2016-11-26,0.05
455,2016-11-27,0.06
456,2016-11-28,0.02
457,2016-11-29,0.04
458,2016-11-30,0.05
459,2016-12-01,0.33
460,2016-12-02,0.3
461,2016-12-03,0.04
462,2016-12-04,0.1
463,2016-12-05,0.34
464,2016-12-06,0.02
465,2016-12-07,0.17
466,2016-12-08,0.03
467,2016-12-09,0.34
468,2016-12-10,0.02
469,2016-12-11,0.02
470,2016-12-12,0.01
471,2016-12-13,0.1
472,2016-12-14,0.05
473,2016-12-15,0.02
474,2016-12-16,0.01
475,2016-12-17,0.11
476,2016-12-18,0.29
477,2016-12-19,0.21
478,2016-12-20,0.02
479,2016-12-21,0.03
480,2016-12-22,0.17
481,2016-12-23,0.1
482,2016-12-24,0.14
483,2016-12-25,0.03
484,2016-12-26,0.26
485,2016-12-27,0.03
486,2016-12-28,0.09
487,2016-12-29,0.18
488,2016-12-30,0.21
489,2016-12-31,0.62
490,2017-01-01,0.29
491,2017-01-02,0.0
492,2017-01-03,0.0
493,2017-01-04,0.0
494,2017-01-05,0.0
495,2017-01-06,0.0
496,2017-01-07,0.06
497,2017-01-08,0.0
498,2017-01-09,0.0
499,2017-01-10,0.0
500,2017-01-11,0.0
501,2017-01-12,0.0
502,2017-01-13,0.0
503,2017-01-14,0.0
504,2017-01-15,0.0
505,2017-01-16,0.0
506,2017-01-17,0.0
507,2017-01-18,0.0
508,2017-01-19,0.0
509,2017-01-20,0.0
510,2017-01-21,0.04
511,2017-01-22,0.01
512,2017-01-23,0.08
513,2017-01-24,0.15
514,2017-01-25,0.12
515,2017-01-26,0.0
516,2017-01-27,0.0
517,2017-01-28,0.14
518,2017-01-29,0.0
519,2017-01-30,0.0
520,2017-01-31,0.0
521,2017-02-01,0.0
522,2017-02-02,0.0
523,2017-02-03,0.0
524,2017-02-04,0.0
525,2017-02-05,0.0
526,2017-02-06,0.16
527,2017-02-07,1.08
528,2017-02-08,1.08
529,2017-02-09,0.02
530,2017-02-10,0.0
531,2017-02-11,1.0
532,2017-02-12,1.07
533,2017-02-13,2.9
534,2017-02-14,0.0
535,2017-02-15,0.0
536,2017-02-16,0.0
537,2017-02-17,0.8
538,2017-02-18,0.0
539,2017-02-19,0.0
540,2017-02-20,0.0
541,2017-02-21,0.0
542,2017-02-22,0.06
543,2017-02-23,0.0
544,2017-02-24,0.0
545,2017-02-25,0.0
546,2017-02-26,0.0
547,2017-02-27,0.0
548,2017-02-28,0.16
549,2017-03-01,2.2
550,2017-03-02,1.45
551,2017-03-03,0.54
552,2017-03-04,0.0
553,2017-03-05,0.1
554,2017-03-06,0.51
555,2017-03-07,0.0
556,2017-03-08,0.0
557,2017-03-09,0.8
558,2017-03-10,0.13
559,2017-03-11,0.03
560,2017-03-12,0.0
561,2017-03-13,0.0
562,2017-03-14,0.0
563,2017-03-15,0.0
564,2017-03-16,0.0
565,2017-03-17,0.19
566,2017-03-18,0.0
567,2017-03-19,0.0
568,2017-03-20,0.0
569,2017-03-21,0.0
570,2017-03-22,0.0
571,2017-03-23,0.0
572,2017-03-24,0.6
573,2017-03-25,0.13
574,2017-03-26,0.0
575,2017-03-27,0.0
576,2017-03-28,0.03
577,2017-03-29,0.0
578,2017-03-30,0.08
579,2017-03-31,0.0
580,2017-04-01,0.0
581,2017-04-02,0.0
582,2017-04-03,0.08
583,2017-04-04,0.04
584,2017-04-05,0.04
585,2017-04-06,0.0
586,2017-04-07,0.0
587,2017-04-08,0.0
588,2017-04-09,0.0
589,2017-04-10,0.01
590,2017-04-11,0.03
591,2017-04-12,0.03
592,2017-04-13,0.27
593,2017-04-14,0.69
594,2017-04-15,0.45
595,2017-04-16,0.49
596,2017-04-17,0.41
597,2017-04-18,0.08
598,2017-04-19,0.02
599,2017-04-20,0.33
600,2017-04-21,1.16
601,2017-04-22,1.01
602,2017-04-23,0.02
603,2017-04-24,0.0
604,2017-04-25,0.0
605,2017-04-26,0.0
606,2017-04-27,0.1
607,2017-04-28,2.6
608,2017-04-29,0.35
609,2017-04-30,1.21
610,2017-05-01,0.07
611,2017-05-02,0.03
612,2017-05-03,0.01
613,2017-05-04,0.0
614,2017-05-05,0.0
615,2017-05-06,0.0
616,2017-05-07,0.07
617,2017-05-08,0.22
618,2017-05-09,1.62
619,2017-05-10,0.05
620,2017-05-11,0.03
621,2017-05-12,0.04
622,2017-05-13,0.02
623,2017-05-14,0.05
624,2017-05-15,0.08
625,2017-05-16,0.03
626,2017-05-17,0.02
627,2017-05-18,0.09
628,2017-05-19,0.02
629,2017-05-20,0.0
630,2017-05-21,0.0
631,2017-05-22,0.0
632,2017-05-23,0.02
633,2017-05-24,0.58
634,2017-05-25,0.37
635,2017-05-26,0.02
636,2017-05-27,0.0
637,2017-05-28,0.29
638,2017-05-29,0.02
639,2017-05-30,0.2
640,2017-05-31,0.1
641,2017-06-01,0.03
642,2017-06-02,0.1
643,2017-06-03,0.2
644,2017-06-04,0.15
645,2017-06-05,0.0
646,2017-06-06,0.0
647,2017-06-07,0.0
648,2017-06-08,0.02
649,2017-06-09,0.02
650,2017-06-10,0.21
651,2017-06-11,0.24
652,2017-06-12,0.19
653,2017-06-13,0.36
654,2017-06-14,0.27
655,2017-06-15,0.17
656,2017-06-16,0.02
657,2017-06-17,0.35
658,2017-06-18,0.25
659,2017-06-19,0.05
660,2017-06-20,0.05
661,2017-06-21,0.02
662,2017-06-22,0.1
663,2017-06-23,0.0
664,2017-06-24,0.0
665,2017-06-25,0.08
666,2017-06-26,0.02
667,2017-06-27,0.0
668,2017-06-28,0.01
669,2017-06-29,0.03
670,2017-06-30,0.04
671,2017-07-01,0.06
672,2017-07-02,0.05
673,2017-07-03,0.13
674,2017-07-04,0.03
675,2017-07-05,0.0
676,2017-07-06,0.0
677,2017-07-07,0.02
678,2017-07-08,0.02
679,2017-07-09,0.09
680,2017-07-10,0.0
681,2017-07-11,0.01
682,2017-07-12,0.01
683,2017-07-13,0.33
684,2017-07-14,0.05
685,2017-07-15,0.03
686,2017-07-16,0.07
687,2017-07-17,0.12
688,2017-07-18,0.03
689,2017-07-19,0.0
690,2017-07-20,0.12
691,2017-07-21,0.0
692,2017-07-22,0.07
693,2017-07-23,0.06
694,2017-07-24,0.58
695,2017-07-25,0.03
696,2017-07-26,0.06
697,2017-07-27,0.0
698,2017-07-28,0.13
699,2017-07-29,0.06
700,2017-07-30,0.0
701,2017-07-31,0.0
702,2016-08-24,2.28
703,2016-08-25,0.0
704,2016-08-26,0.02
705,2016-08-27,0.02
706,2016-08-28,0.14
707,2016-08-29,0.04
708,2016-08-31,
709,2016-09-01,0.0
710,2016-09-02,0.19
711,2016-09-05,
712,2016-09-06,0.04
713,2016-09-07,0.23
714,2016-09-08,0.01
715,2016-09-09,0.29
716,2016-09-12,
717,2016-09-13,0.32
718,2016-09-14,1.84
719,2016-09-15,0.07
720,2016-09-16,0.07
721,2016-09-19,
722,2016-09-20,0.25
723,2016-09-21,0.02
724,2016-09-22,0.17
725,2016-09-23,0.15
726,2016-09-24,0.0
727,2016-09-25,0.0
728,2016-09-26,0.02
729,2016-09-27,0.0
730,2016-09-28,0.0
731,2016-09-29,0.2
732,2016-09-30,0.06
733,2016-10-01,0.08
734,2016-10-02,0.03
735,2016-10-03,0.03
736,2016-10-04,0.0
737,2016-10-05,0.0
738,2016-10-06,0.0
739,2016-10-07,0.0
740,2016-10-10,
741,2016-10-11,0.04
742,2016-10-12,0.0
743,2016-10-13,0.02
744,2016-10-14,0.0
745,2016-10-15,0.02
746,2016-10-17,
747,2016-10-18,0.03
748,2016-10-19,0.0
749,2016-10-20,0.01
750,2016-10-21,0.03
751,2016-10-23,
752,2016-10-24,0.01
753,2016-10-25,0.0
754,2016-10-27,0.2
755,2016-10-28,0.07
756,2016-10-29,0.26
757,2016-10-30,0.14
758,2016-10-31,0.0
759,2016-11-01,0.0
760,2016-11-02,0.0
761,2016-11-03,0.0
762,2016-11-04,0.0
763,2016-11-05,0.0
764,2016-11-06,0.0
765,2016-11-07,0.13
766,2016-11-08,0.02
767,2016-11-09,0.17
768,2016-11-10,0.0
769,2016-11-11,0.0
770,2016-11-12,0.0
771,2016-11-13,0.0
772,2016-11-14,0.05
773,2016-11-15,0.0
774,2016-11-16,0.18
775,2016-11-17,0.0
776,2016-11-22,
777,2016-11-25,
778,2016-11-26,0.02
779,2016-11-27,0.03
780,2016-11-28,0.0
781,2016-11-29,0.04
782,2016-11-30,0.03
783,2016-12-01,0.07
784,2016-12-02,0.4
785,2016-12-03,0.26
786,2016-12-04,0.0
787,2016-12-05,0.2
788,2016-12-07,
789,2016-12-08,0.02
790,2016-12-09,0.26
791,2016-12-10,0.0
792,2016-12-12,
793,2016-12-13,0.34
794,2016-12-14,0.12
795,2016-12-15,0.07
796,2016-12-16,0.0
797,2016-12-17,0.0
798,2016-12-18,0.04
799,2016-12-19,0.0
800,2016-12-20,0.0
801,2016-12-21,0.09
802,2016-12-22,0.05
803,2016-12-23,0.03
804,2016-12-24,0.13
805,2016-12-26,
806,2016-12-27,0.02
807,2016-12-28,0.01
808,2016-12-29,0.56
809,2016-12-30,0.29
810,2016-12-31,0.36
811,2017-01-01,0.0
812,2017-01-02,0.01
813,2017-01-03,0.0
814,2017-01-04,0.0
815,2017-01-05,0.0
816,2017-01-06,0.59
817,2017-01-07,0.0
818,2017-01-08,0.03
819,2017-01-09,0.0
820,2017-01-10,0.0
821,2017-01-11,0.0
822,2017-01-13,
823,2017-01-14,0.0
824,2017-01-16,
825,2017-01-17,0.0
826,2017-01-18,0.0
827,2017-01-19,0.0
828,2017-01-20,0.0
829,2017-01-21,0.02
830,2017-01-23,
831,2017-01-25,
832,2017-01-26,0.01
833,2017-01-27,0.0
834,2017-01-28,0.0
835,2017-01-30,
836,2017-01-31,0.0
837,2017-02-01,0.0
838,2017-02-02,0.0
839,2017-02-03,0.0
840,2017-02-05,
841,2017-02-06,0.04
842,2017-02-07,0.9
843,2017-02-08,0.0
844,2017-02-09,0.0
845,2017-02-10,0.0
846,2017-02-11,2.39
847,2017-02-12,1.91
848,2017-02-13,0.0
849,2017-02-14,0.0
850,2017-02-15,0.0
851,2017-02-16,0.62
852,2017-02-17,0.06
853,2017-02-20,
854,2017-02-21,0.0
855,2017-02-22,0.11
856,2017-02-23,0.0
857,2017-02-24,0.0
858,2017-02-26,
859,2017-02-27,0.0
860,2017-02-28,0.04
861,2017-03-01,1.12
862,2017-03-03,
863,2017-03-06,
864,2017-03-07,0.0
865,2017-03-08,0.0
866,2017-03-09,0.5
867,2017-03-10,0.13
868,2017-03-12,
869,2017-03-13,0.0
870,2017-03-14,0.0
871,2017-03-16,
872,2017-03-17,0.06
873,2017-03-18,0.0
874,2017-03-20,
875,2017-03-21,0.0
876,2017-03-22,0.0
877,2017-03-23,0.0
878,2017-03-24,0.15
879,2017-03-27,
880,2017-03-28,0.0
881,2017-03-29,0.03
882,2017-03-30,0.03
883,2017-03-31,0.0
884,2017-04-01,0.0
885,2017-04-02,0.0
886,2017-04-03,0.09
887,2017-04-04,0.0
888,2017-04-05,0.07
889,2017-04-06,0.0
890,2017-04-07,0.0
891,2017-04-09,
892,2017-04-10,0.0
893,2017-04-11,0.16
894,2017-04-12,0.29
895,2017-04-13,0.0
896,2017-04-14,0.29
897,2017-04-17,
898,2017-04-18,0.12
899,2017-04-19,0.0
900,2017-04-20,0.0
901,2017-04-21,1.05
902,2017-04-22,0.7
903,2017-04-24,
904,2017-04-25,0.0
905,2017-04-26,0.14
906,2017-04-27,0.02
907,2017-04-28,0.09
908,2017-04-29,0.95
909,2017-04-30,1.17
910,2017-05-01,0.03
911,2017-05-02,0.01
912,2017-05-03,0.01
913,2017-05-04,0.08
914,2017-05-05,0.28
915,2017-05-06,0.06
916,2017-05-08,0.95
917,2017-05-09,0.52
918,2017-05-10,0.0
919,2017-05-12,
920,2017-05-15,
921,2017-05-16,0.05
922,2017-05-17,0.0
923,2017-05-18,0.16
924,2017-05-19,0.01
925,2017-05-20,0.01
926,2017-05-22,
927,2017-05-23,0.11
928,2017-05-24,0.1
929,2017-05-25,0.07
930,2017-05-26,0.0
931,2017-05-27,0.0
932,2017-05-28,0.02
933,2017-05-29,0.0
934,2017-05-30,0.04
935,2017-05-31,0.0
936,2017-06-01,0.0
937,2017-06-02,0.15
938,2017-06-03,0.16
939,2017-06-04,0.05
940,2017-06-05,0.02
941,2017-06-06,0.0
942,2017-06-07,0.0
943,2017-06-08,0.01
944,2017-06-09,0.0
945,2017-06-10,0.53
946,2017-06-11,0.14
947,2017-06-12,0.35
948,2017-06-13,0.1
949,2017-06-14,0.21
950,2017-06-15,0.3
951,2017-06-16,0.02
952,2017-06-17,0.02
953,2017-06-18,0.18
954,2017-06-19,0.19
955,2017-06-20,0.17
956,2017-06-23,
957,2017-06-26,
958,2017-06-29,
959,2017-06-30,0.0
960,2017-07-03,
961,2017-07-05,
962,2017-07-07,
963,2017-07-08,0.06
964,2017-07-09,0.0
965,2017-07-10,0.0
966,2017-07-11,0.0
967,2017-07-12,0.02
968,2017-07-13,0.3
969,2017-07-14,0.0
970,2017-07-15,0.01
971,2017-07-16,0.12
972,2017-07-17,0.16
973,2017-07-18,0.0
974,2017-07-19,0.09
975,2017-07-20,0.0
976,2017-07-21,0.0
977,2017-07-22,0.12
978,2017-07-23,0.07
979,2017-07-24,1.19
980,2017-07-25,0.12
981,2017-07-26,0.02
982,2017-07-27,0.0
983,2017-07-28,0.14
984,2017-07-29,0.02
985,2017-07-31,
986,2017-08-01,0.12
987,2017-08-02,0.05
988,2017-08-03,0.01
989,2017-08-04,0.04
990,2017-08-06,0.0
991,2017-08-07,0.0
992,2017-08-08,0.1
993,2017-08-09,0.0
994,2017-08-10,0.0
995,2017-08-11,0.0
996,2017-08-13,
997,2017-08-14,0.01
998,2017-08-15,0.0
999,2017-08-16,0.0
1000,2017-08-17,0.0
1001,2017-08-18,0.0
1002,2017-08-19,0.0
1003,2017-08-20,0.01
1004,2017-08-21,0.02
1005,2017-08-23,0.0
1006,2016-08-24,
1007,2016-08-25,0.0
1008,2016-08-26,0.04
1009,2016-08-29,
1010,2016-08-30,0.02
1011,2016-08-31,
1012,2016-09-01,
1013,2016-09-02,
1014,2016-09-08,
1015,2016-09-09,
1016,2016-09-12,
1017,2016-09-13,
1018,2016-09-14,
1019,2016-09-15,
1020,2016-09-16,0.0
1021,2016-09-19,
1022,2016-09-20,0.0
1023,2016-09-22,0.06
1024,2016-09-23,0.0
1025,2016-09-26,
1026,2016-09-28,0.0
1027,2016-09-29,0.04
1028,2016-09-30,
1029,2016-10-03,
1030,2016-10-04,
1031,2016-10-05,
1032,2016-10-06,0.07
1033,2016-10-07,
1034,2016-10-11,
1035,2016-10-13,
1036,2016-10-17,
1037,2016-10-18,
1038,2016-10-19,
1039,2016-10-20,
1040,2016-10-21,
1041,2016-10-24,
1042,2016-10-25,0.4
1043,2016-10-26,0.2
1044,2016-10-27,
1045,2016-10-28,
1046,2016-10-31,
1047,2016-11-04,
1048,2016-11-07,
1049,2016-11-09,0.0
1050,2016-11-14,0.02
1051,2016-11-15,
1052,2016-11-16,
1053,2016-11-17,
1054,2016-11-18,
1055,2016-11-21,
1056,2016-11-22,
1057,2016-11-23,
1058,2016-11-28,
1059,2016-11-29,
1060,2016-11-30,
1061,2016-12-01,
1062,2016-12-02,
1063,2016-12-05,
1064,2016-12-06,
1065,2016-12-07,
1066,2016-12-08,0.27
1067,2016-12-09,
1068,2016-12-12,0.02
1069,2016-12-13,
1070,2016-12-14,
1071,2016-12-15,
1072,2016-12-16,
1073,2016-12-19,
1074,2016-12-20,
1075,2016-12-21,0.06
1076,2016-12-22,
1077,2016-12-23,
1078,2016-12-28,
1079,2016-12-29,
1080,2016-12-30,
1081,2017-01-09,
1082,2017-01-10,
1083,2017-01-11,
1084,2017-01-12,
1085,2017-01-13,
1086,2017-01-17,0.0
1087,2017-01-18,0.0
1088,2017-01-19,
1089,2017-01-20,
1090,2017-01-23,
1091,2017-01-24,
1092,2017-01-25,
1093,2017-01-26,0.0
